condition,drug_name,review_count,average_rating,total_useful_count,positive_reviews,mixed_reviews,negative_reviews,positive_rate,quality_flags
not listed othe,diclofenac,2,10.00,0,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,isotretinoin,2,10.00,1,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,methocarbamol,2,10.00,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,amoxicillin,2,9.50,12,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,esomeprazole,2,9.50,1,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,levetiracetam,2,9.50,6,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,morphine,2,9.50,5,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,pregabalin,2,9.50,3,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,ranitidine,2,9.50,24,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,buprenorphine,2,9.00,4,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,phendimetrazine,2,9.00,8,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,prednisone,2,9.00,2,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,rizatriptan,2,9.00,1,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,amitriptyline,2,8.50,11,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,aripiprazole,2,8.50,3,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,lisdexamfetamine,2,8.50,0,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,lithium,2,8.50,99,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,methylphenidate,2,8.50,3,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,metoprolol,2,8.50,20,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,nebivolol,2,8.50,1,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,sucralfate,2,8.50,33,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,trazodone,2,8.50,12,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,varenicline,2,8.50,0,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,desvenlafaxine,2,8.00,2,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,exenatide,2,8.00,0,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,cyclobenzaprine,2,7.50,2,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,fluoxetine,2,7.50,3,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,ethinyl estradiol norgestrel,2,7.00,1,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,meclizine,2,7.00,25,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,orlistat,2,7.00,12,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,st. john's wort,2,7.00,91,1,1,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,amoxicillin clavulanate,2,5.50,2,0,2,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,estradiol,2,5.50,9,0,2,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,ketoconazole,2,5.50,17,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,lamotrigine,2,5.50,5,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,levothyroxine,2,5.50,3,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,norethindrone,2,5.50,4,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,carvedilol,2,5.00,20,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,doxazosin,2,5.00,63,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,mirtazapine,2,5.00,40,1,0,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,terbinafine,2,4.50,12,0,1,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,minoxidil,2,2.50,82,0,0,2,0.000,patient_reported_not_prescribing_guidance
not listed othe,clarithromycin,2,1.50,13,0,0,2,0.000,patient_reported_not_prescribing_guidance
not listed othe,acetaminophen propoxyphene,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,adalimumab,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,adenosine,1,10.00,12,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,amitriptyline chlordiazepoxide,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,amlodipine benazepril,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,azithromycin,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,benzoyl peroxide,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,carisoprodol,1,10.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,clozapine,1,10.00,33,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,dasatinib,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,desmopressin,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,dimethyl sulfoxide,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,doxepin,1,10.00,23,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,doxylamine,1,10.00,40,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,etanercept,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,ethinyl estradiol etonogestrel,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,fexofenadine pseudoephedrine,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydrochlorothiazide olmesartan,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydrochlorothiazide telmisartan,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydrocodone,1,10.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydroxyurea,1,10.00,65,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydroxyzine,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,levocetirizine,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,magnesium oxide,1,10.00,19,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,medroxyprogesterone,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,modafinil,1,10.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,mometasone,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,mupirocin,1,10.00,15,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,olanzapine,1,10.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,ondansetron,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,oxcarbazepine,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,oxybutynin,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,paroxetine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,promethazine,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,propofol,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,pseudoephedrine,1,10.00,9,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,regadenoson,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,rosuvastatin,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,thyroid desiccated,1,10.00,6,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,trandolapril verapamil,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,undecylenic acid,1,10.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,vortioxetine,1,10.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,zolmitriptan,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,asenapine,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,aspirin butalbital caffeine,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,azelastine,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,bacitracin neomycin polymyxin b,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,balsalazide,1,9.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,capsaicin,1,9.00,22,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,diethylpropion,1,9.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,fenofibrate,1,9.00,67,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,fexofenadine,1,9.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,gabapentin enacarbil,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,gatifloxacin,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,gentian violet,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,guaifenesin pseudoephedrine,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydrochlorothiazide triamterene,1,9.00,20,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,lidocaine,1,9.00,23,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,magnesium sulfate potassium sulfate sodium sulfate,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,milk thistle,1,9.00,74,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,naproxen,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,nystatin triamcinolone,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,pramipexole,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,quazepam,1,9.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,vilazodone,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,acetaminophen tramadol,1,8.00,15,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,apixaban,1,8.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,baclofen,1,8.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,biotin,1,8.00,32,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,celecoxib,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,cetirizine,1,8.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,diltiazem,1,8.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,efavirenz emtricitabine tenofovir,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,electrolyte replacement solutions,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,glipizide,1,8.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,guaifenesin,1,8.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydrochlorothiazide losartan,1,8.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,ketamine,1,8.00,19,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,metoclopramide,1,8.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,nicotine,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,ropinirole,1,8.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,s-adenosylmethionine,1,8.00,3,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,sorafenib,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,sulfamethoxazole trimethoprim,1,8.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,tamoxifen,1,8.00,43,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,triazolam,1,8.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,zaleplon,1,8.00,4,1,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,acyclovir,1,7.00,5,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,apremilast,1,7.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,fluvoxamine,1,7.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,hydroxychloroquine,1,7.00,3,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,liraglutide,1,7.00,6,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,lurasidone,1,7.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,propafenone,1,7.00,1,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,indapamide,1,6.00,51,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,irbesartan,1,6.00,21,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,loxapine,1,6.00,14,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,tizanidine,1,6.00,6,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,amlodipine,1,5.00,3,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,clomipramine,1,5.00,3,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,polyethylene glycol 3350 with electrolytes,1,5.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,pyridostigmine,1,5.00,4,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,teriparatide,1,5.00,1,0,1,0,0.000,patient_reported_not_prescribing_guidance
not listed othe,camphor menthol,1,4.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,olmesartan,1,4.00,4,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,atropine,1,3.00,8,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,histrelin,1,3.00,2,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,nifedipine,1,3.00,11,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,vancomycin,1,3.00,7,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,ziprasidone,1,3.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,doxycycline,1,2.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,fluticasone,1,2.00,21,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,itraconazole,1,2.00,3,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,loratadine,1,2.00,11,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,brimonidine,1,1.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,creatine,1,1.00,3,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,dobutamine,1,1.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,hydrocortisone neomycin polymyxin b,1,1.00,6,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,nitrofurantoin,1,1.00,7,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,phenazopyridine,1,1.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,risperidone,1,1.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,triamcinolone,1,1.00,3,0,0,1,0.000,patient_reported_not_prescribing_guidance
nsaid-induced gastric ulce,esomeprazole,4,10.00,61,4,0,0,1.000,patient_reported_not_prescribing_guidance
nsaid-induced gastric ulce,nexium,4,10.00,61,4,0,0,1.000,patient_reported_not_prescribing_guidance
nsaid-induced ulcer prophylaxis,duexis,2,8.50,2,2,0,0,1.000,patient_reported_not_prescribing_guidance
nsaid-induced ulcer prophylaxis,famotidine ibuprofen,2,8.50,2,2,0,0,1.000,patient_reported_not_prescribing_guidance
obesity,bupropion naltrexone,829,7.06,21715,507,141,181,0.612,patient_reported_not_prescribing_guidance
obesity,contrave,807,7.05,21673,492,139,176,0.610,patient_reported_not_prescribing_guidance
obesity,liraglutide,393,8.03,10167,291,53,49,0.740,patient_reported_not_prescribing_guidance
obesity,phentermine,354,8.75,8858,299,42,13,0.845,patient_reported_not_prescribing_guidance
obesity,saxenda,316,7.93,7568,230,45,41,0.728,patient_reported_not_prescribing_guidance
obesity,lorcaserin,219,8.11,11664,162,28,29,0.740,patient_reported_not_prescribing_guidance
obesity,belviq,213,8.11,11652,158,26,29,0.742,patient_reported_not_prescribing_guidance
obesity,orlistat,181,7.80,11162,129,25,27,0.713,patient_reported_not_prescribing_guidance
obesity,phentermine topiramate,135,8.59,6127,113,13,9,0.837,patient_reported_not_prescribing_guidance
obesity,qsymia,127,8.54,6081,106,12,9,0.835,patient_reported_not_prescribing_guidance
obesity,topiramate,117,7.62,10673,78,21,18,0.667,patient_reported_not_prescribing_guidance
obesity,diethylpropion,105,9.25,4412,97,5,3,0.924,patient_reported_not_prescribing_guidance
obesity,phendimetrazine,105,8.47,4817,86,11,8,0.819,patient_reported_not_prescribing_guidance
obesity,adipex-p,78,8.91,4123,68,7,3,0.872,patient_reported_not_prescribing_guidance
obesity,xenical,63,8.62,5866,49,10,4,0.778,patient_reported_not_prescribing_guidance
obesity,alli,60,6.60,3956,34,9,17,0.567,patient_reported_not_prescribing_guidance
obesity,tenuate,48,9.21,2712,44,2,2,0.917,patient_reported_not_prescribing_guidance
obesity,meridia,45,8.44,1476,35,5,5,0.778,patient_reported_not_prescribing_guidance
obesity,topamax,36,7.17,4449,20,10,6,0.556,patient_reported_not_prescribing_guidance
obesity,victoza,27,8.56,2212,21,5,1,0.778,patient_reported_not_prescribing_guidance
obesity,bontril slow release,24,8.12,1744,18,4,2,0.750,patient_reported_not_prescribing_guidance
obesity,benzphetamine,8,8.38,152,6,1,1,0.750,patient_reported_not_prescribing_guidance
obesity,chorionic gonadotropin (hcg),8,6.50,249,4,1,3,0.500,patient_reported_not_prescribing_guidance
obesity,tenuate dospan,5,9.20,337,5,0,0,1.000,patient_reported_not_prescribing_guidance
